fecha_de_ocurrencia,estado_del_evento,fecha_de_conclusion,tipo_de_evento,causa_probable,conocido_atendido,autoridad_ambiental,municipio,area_de_incidencia,barrio_vereda_corregimiento,familias_afectadas,viviendas_destruidas,viviendas_averiadas,acueductos_destruidos,vias_afectadas,puentes_obstruidos_afectados,establecimientos_educativos,afectacion_hectareas,epicentro_sismo,magnitud_richter,localizacion_lat_long_profu,heridos,desaparecidos,fallecidos,fecha_de_reporte,alertas,albergues,observaciones
2023-11-18T00:00:00.000,ATENDIDO,2023-11-18T00:00:00.000,CRECIENTE SUBITA,FUERTES LLUVIAS,CMGRD DE SIMACOTA,CAS,SIMACOTA,RURAL,BAJO SIMACOTA SECTOR EL OPON,50,0,50,0,1,0,0,0,N/A,N/A,N/A,0,0,0,2023-11-18T00:00:00.000,N/A,N/A,"El CMGRD reporta fuertes lluvias y desbordamiento del rio Opón en el sector el Opón del bajo Simacota vía nacional Troncal del Magdalena, causa afectaciones en 50 viviendas, perdida de ganado Bovino, daños en cultivos de palma de aceite, yuca, platano y cacao restricción en la movilidad sobre la troncal del Carare, junto al INVIAS y CMGRD se realiza la evaluación de daños y análisis de necesidad."
2023-11-18T00:00:00.000,ATENDIDO,2023-11-18T00:00:00.000,MOVIMIENTO EN MASA,FUERTES LLUVIAS,CMGRD DE LANDAZURI,CAS,LANDAZURI,RURAL,"CORREGIMIENTOS PLAN DE ARMAS, MIRA LINDO Y SAN IGNACIO",30,0,30,0,6,0,0,0,N/A,N/A,N/A,0,0,0,2023-11-18T00:00:00.000,N/A,N/A,"El CMGRD reporta las fuertes lluvias del día 18-11-2023 causan deslizamientos en la vía hacia los corregimientos Plan de Armas, Miralindo y  San Ignacio 30 viviendas afectadas por daños en techos a causa de la caída de ramas, se coordina junto al CMGRD,  maquinaria amarilla para la re habitación de las vías"
2023-11-18T00:00:00.000,ATENDIDO,2023-11-18T00:00:00.000,MOVIMIENTO EN MASA,FUERTES LLUVIAS,CMGRD DE VELEZ,CAS,VELEZ,RURAL,VIA SECTOR LIMONCITO -  ALTA MIRA,0,0,0,0,2,0,0,0,N/A,N/A,N/A,0,0,0,2023-11-18T00:00:00.000,N/A,N/A,"EL CMGRD reporta afecuaciones en las vias desde el Gualilo, hacia las veredas Los naranjos y Alta Mira a causa de deslizamientos generados por las lluvias intensas de las ultimas horas, 16 familias afectadas incounicadas"
2023-11-29T00:00:00.000,ATENDIDO,2023-11-29T00:00:00.000,INCENDIO FORESTAL,INDETERMINADO,CMGRD DE PIEDECUESTA,CDMB,PIEDECUESTA,RURAL,VEREDA GUATIGUARA,0,0,0,0,0,0,0,10,N/A,N/A,N/A,0,0,0,2023-11-29T00:00:00.000,N/A,N/A,"El CMGRD reporta la atención de un incendio forestal en la vereda Guatiguará, sector el Diamante, atendido por bomberos voluntarios con apoyo de PONALSAR 10 hectáreas de vegetación nativa afectadas, causas desconocidas. Estado LIQUIDADO"
2023-12-07T00:00:00.000,ATENDIDO,2023-12-07T00:00:00.000,INCENDIO FORESTAL,INDETERMINADO,BOMBEROS DE SAN GIL,CAS,SAN GIL,RURAL,VEREDA BELLA VISTA,0,0,0,0,0,0,0,4,N/A,N/A,N/A,0,0,0,2023-12-07T00:00:00.000,N/A,N/A,"El comandante de bomberos reporta la atención de un incendio forestal en zona alta del casco urbano cerca al barrio Bella Vista, este amenazaba con extenderse a las viviendas, 2 máquinas y 8 bomberos lograron su liquidación, 4 hectáreas de vegetación nativa afectadas"
2023-12-07T00:00:00.000,ATENDIDO,2023-12-07T00:00:00.000,INCENDIO ESTRUCTURAL,INDETERMINADO,CMGRD DE PIEDECUESTA,CDMB,PIEDECUESTA,URBANO,SECTOR CENTRO DE LA CIUDAD,0,0,0,0,0,0,0,0,N/A,N/A,N/A,0,0,0,2023-12-07T00:00:00.000,N/A,N/A,"El CMGRD reporta la atención de un incendio estructural en zona céntrica donde oficinas de Instrumentos públicos y varios locales comerciales fueron afectados, emergencia atendida por el cuerpo de bomberos voluntarios local, apoyados por bomberos de Floridablanca y Bucaramanga. Sin reporte de lesionados"
2023-12-08T00:00:00.000,ATENDIDO,2023-12-07T00:00:00.000,INCENDIO FORESTAL,INDETERMINADO,CMGRD DE PIEDECUESTA,CDMB,PIEDECUESTA,RURAL,VEREDA GUATIGUARA,0,0,0,0,0,0,0,30,N/A,N/A,N/A,0,0,0,2023-12-08T00:00:00.000,N/A,N/A,"El CMGRD reporta la atención de un incendio forestal en la vereda Guatiguará, atendido por bomberos voluntarios de Piedecuesta con apoyo de la defensa civil, el grupo PONALSAR, mas de 30 hectáreas afectadas"
2023-12-08T00:00:00.000,ATENDIDO,2023-12-08T00:00:00.000,INCENDIO FORESTAL,INDETERMINADO,BOMBEROS DE VILLANUEVA,CAS,VILLANUEVA,RURAL,VEREDA EL CAUCHO,0,0,0,0,0,0,0,2,N/A,N/A,N/A,0,0,0,2023-12-08T00:00:00.000,N/A,N/A,"El comandante de bomberos reporta la atención de un incendio forestal en la vereda el Caucho, afectación de 2 hectáreas de pastizales y rastrojos"
2023-12-08T00:00:00.000,ATENDIDO,2023-12-08T00:00:00.000,INCENDIO FORESTAL,INDETERMINADO,BOMBEROS DE BUCARAMANGA,CDMB,BUCARAMANGA,RURAL,ESCARPA SECTOR CRISTAL BAJO,0,0,0,0,0,0,0,4,N/A,N/A,N/A,0,0,0,2023-12-08T00:00:00.000,N/A,N/A,"El director operativo de bomberos oficiales reporta durante el fin de semana se atendieron 30 conatos de incendio forestal, la mayor afectación cerca al barrio Cristal 4 hectáreas afectadas. Al sur de la ciudad"
2023-12-11T00:00:00.000,ATENDIDO,2023-12-11T00:00:00.000,INCENDIO FORESTAL,INDETERMINADO,BOMBEROS DE FLORIDABLANCA,CDMB,FLORIDABLANCA,URBANO,SECTOR LA 200,0,0,0,0,0,0,0,2,N/A,N/A,N/A,0,0,0,2023-12-11T00:00:00.000,N/A,N/A,"El comandantte de guardia de bomberos de Florida reporta durante lo que va del mes de diciembre de han atendido 15 conatos de incendio forestal, la mayor afectación cerca a la calle 200  afectadas 2 hectareas de pastizales y bosques."
2023-12-12T00:00:00.000,ATENDIDO,2023-12-12T00:00:00.000,INCENDIO FORESTAL,INDETERMINADO,BOMBEROS DE RIONEGRO,CDMB,RIONEGRO,RURAL,VEREDA ESPUMA BAJA,0,0,0,0,0,0,0,1,N/A,N/A,N/A,0,0,0,2023-12-12T00:00:00.000,N/A,N/A,"El comandante de bomberos reporta la atención de un incendio forestal en la vereda Espuma Baja, afectación de una hectárea de bosque nativo. Estado Liquidado"
2023-12-14T00:00:00.000,ATENDIDO,2023-12-14T00:00:00.000,INCENDIO FORESTAL,INDETERMINADO,BOMBEROS DE BUCARAMANGA,CDMB,BUCARAMANGA,URBANO,"BARRIO VILLA ROSA, CALLE 45 Y ZONA NORTE",0,0,0,0,0,0,0,5,N/A,N/A,N/A,0,0,0,2023-12-14T00:00:00.000,N/A,N/A,"EL comandante operativo informa a cerca de 3 incendios forestales en sectores de la calle 45, sector la virgen en la zona norte y en el barrio Villa Rosa, todos liquidados, afectación de 5 hectáreas de vegetación nativa y bosques"
2023-12-21T00:00:00.000,ATENDIDO,2023-12-21T00:00:00.000,CRECIENTE SUBITA,FUERTES LLUVIAS,CMGRD DE CERRITO,CAS,CERRITO,RURAL,VEREDA JURADO SECTOR CORRAL FALSO,10,0,10,1,1,0,0,0,N/A,N/A,N/A,0,0,0,2023-12-21T00:00:00.000,N/A,N/A,"El CMGRD reporta creciente súbita del rio Servita, a causa de avenida torrencial de la quebrada Toma de Agua, se registran afectaciones de cultivos de papa, ajo y pastizales, 4 viviendas afectadas, se adelanta la evaluación de daños, una via afectada por colapso de evaluación de daños, una via afectada por colapso de alcantarillas. 3 veredas incomunicadas (Corral Falso, Jurado y el Mortiño)"
2023-12-25T00:00:00.000,ATENDIDO,2023-12-25T00:00:00.000,INCENDIO FORESTAL,INDETERMINADO,BOMBEROS DE MOGOTES,CAS,MOGOTES,RURAL,VEREDA EL GUAMO,0,0,0,0,0,0,0,10,N/A,N/A,N/A,0,0,0,2023-12-25T00:00:00.000,N/A,N/A,"EL comandante de bomberos reporta un incendio forestal en la vereda el Guamo que afecta mas de 10 hectáreas de vegetación nativa, atienden bomberos de Mogotes y apoyo de la comunidad. Se coordinan apoyos de los municipios de Paramo y Valle de San Jose. Estado liquidado"
2024-01-01T00:00:00.000,ATENDIDO,2024-01-01T00:00:00.000,INCENDIO FORESTAL,INDETERMINADO,BOMBEROS DE PIEDECUESTA,CDMB,PIEDECUESTA,RURAL,VEREA GUATIGUARA,0,0,0,0,0,0,0,5,N/A,N/A,N/A,0,0,0,2024-01-01T00:00:00.000,N/A,N/A,"El comandante de bomberos reporta la atención de un incendio forestal en la vereda Guatiguará, sector la Cantera. Afectación de 5 hectáreas de bosque nativo. Estado LIQUIDADO, causas indeterminadas."
2024-01-03T00:00:00.000,ATENDIDO,2024-01-03T00:00:00.000,DESABASTECIMIENTO,FENOMENO DEL NIÑO,CMGRD DE BARICHARA,CAS,BARICHARA,URBANO Y RURAL,TODA LA JURISDICCION,4000,0,0,1,0,0,0,0,N/A,N/A,N/A,0,0,0,2024-01-03T00:00:00.000,N/A,N/A,"El CMGRD reporta las altas temperaturas de la temporada seca en los primeros días del mes de enero ha causado disminución en las fuentes de abastecimiento de agua, se coordina transporte de agua a través de carro tanques de bomberos, apoyo de carro tanques de la defensa civil Santander, el ejercito nacional y la policía nacional, se coordina la activación de pozos profundos y la potabilización de agua con planta móvil del embalse el Común."
2024-01-03T00:00:00.000,ATENDIDO,2024-01-03T00:00:00.000,INCENDIO FORESTAL,INDETERMINADO,BOMBEROS DE CURITI,CAS,CURITI,RURAL,VEREDA LAS LAJAS,0,0,0,0,0,0,0,6,N/A,N/A,N/A,0,0,0,2024-01-03T00:00:00.000,N/A,N/A,"el comandante de bomberos reporta atencion de incendio forestal en la vereda las Lajas, apoyados por la defensa civil, afectacionde 6 hectareas de pastizales y rastrojos"
2024-01-07T00:00:00.000,ATENDIDO,2024-01-07T00:00:00.000,INCENDIO FORESTAL,INDETERMINADO,BOMBEROS DE MALAGA,CAS,SAN JOSE DE MIRANDA,RURAL,VEREDA SALADO BRAVO,0,0,0,0,0,0,0,7,N/A,N/A,N/A,0,0,0,2024-01-07T00:00:00.000,N/A,N/A,El CMGRD reporta la atención de un incendio forestal en la Vereda Salado Bravo Atendido por: cuerpo de bomberos de Málaga Estado: liquidado Afectación: 10 ha apx. De bosque nativo 7 pastizales
2024-01-07T00:00:00.000,ATENDIDO,2024-01-07T00:00:00.000,INCENDIO FORESTAL,INDETERMINADO,BOMBEROS DE PIEDECUESTA,CDMB,PIEDECUESTA,RURAL,VEREDA LAS AMARILLAS,0,0,0,0,0,0,0,5,N/A,N/A,N/A,0,0,0,2024-01-07T00:00:00.000,N/A,N/A,"El comandante de bomberos reporta la atención de un incendio forestal en la vereda las amarillas, atendido por bomberos de Piedecuesta, apoyado por la defensa civil y PONALSAR afectación de 5 hectáreas de bosque nativo"
2024-01-09T00:00:00.000,ATENDIDO,2024-01-09T00:00:00.000,INCENDIO FORESTAL,INDETERMINADO,BOMBEROS DE CARCASI,CAS,CARCASI,RURAL,VEREDA LOMA DEL BARCO,0,0,0,0,0,0,0,6,N/A,N/A,N/A,0,0,0,2024-01-09T00:00:00.000,N/A,N/A,"El CMGRD reporta atención de incendio forestal en la vereda Loma del Barco atendido por el cuerpo de bomberos de Carcasí, afectación de 6 hectáreas de bosque nativo"
2024-01-09T00:00:00.000,ATENDIDO,2024-01-09T00:00:00.000,INCENDIO FORESTAL,INDETERMINADO,BOMBEROS DE BARICHARA,CAS,BARICHARA,RURAL,CERCA AL CASCO URBANO (VEREDA san jose chaguete),0,0,0,0,0,0,0,3,N/A,N/A,N/A,0,0,0,2024-01-09T00:00:00.000,N/A,N/A,"el comandante de bomberos reporta la atencion en la vereda san jose chaguete, atendido por 4 unidades de bomberos, afectacion de 3 hectareas de pastizales"
2024-01-09T00:00:00.000,ATENDIDO,2024-01-09T00:00:00.000,INCENDIO FORESTAL,INDETERMINADO,CMGRD DEL HATO,CAS,EL HATO,RURAL,VEREDA HOYA NEGRA,0,0,0,0,0,0,0,8,N/A,N/A,N/A,0,0,0,2024-01-09T00:00:00.000,N/A,N/A,"El alcalde municipal reporta atención de incendio forestal en la vereda Hoya Negra, atendido por el cuerpo de bomberos, apoyado por la policía nacional y la comunidad, afectación de 8 hectáreas de bosques y pastizales."
2024-01-10T00:00:00.000,ATENDIDO,2024-01-10T00:00:00.000,DESABASTECIMIENTO,FENOMENO DEL NIÑO,CMGRD DE CABRERA,CAS,CABRERA,URBANO Y RURAL,TODA LA JURISDICCION,2500,0,0,1,0,0,0,0,N/A,N/A,N/A,0,0,0,2024-01-10T00:00:00.000,N/A,N/A,"El alcalde municipal reporta disminución  en el servicio de varios acueductos rural y acueducto municipal a causa de la fuerte sequia de los utimos días, se coordina transporte de agua potable a través de carro tanques, la ampliación de jagüeyes y la perforación de pozos profundos"
2024-01-10T00:00:00.000,ATENDIDO,2024-01-10T00:00:00.000,DESABASTECIMIENTO,FENOMENO DEL NIÑO,CMGRD DE ARATOCA,CAS,ARATOCA,URBANO Y RURAL,TODA LA JURISDICCION,3800,0,0,1,0,N/A,0,0,N/A,N/A,N/A,0,0,0,2024-01-10T00:00:00.000,N/A,N/A,"El CMGRD  reporta desabastecimiento de agua en 6 veredas y el casco urbano a causa de la disminución del recurso hídrico por la fuerte sequía de inicio de año, se realiza transporte de agua potable desde el parque nacional del Chicamocha a través de carro tanques del municipio y apoyo de carro tanque del ejercito nacional."
2024-01-10T00:00:00.000,ATENDIDO,2024-01-10T00:00:00.000,INCENDIO FORESTAL,INDETERMINADO,CMGRD DE PIEDECUESTA,CDMB,PIEDECUESTA,RURAL,VEREA ROSA BLANCA,0,0,0,0,0,0,0,5,N/A,N/A,N/A,0,0,0,2024-01-10T00:00:00.000,N/A,N/A,El CMGRD reporta la atención y liquidación de un incendio forestal en la vereda la Rosa el cual causó afectación de 5 hectáreas de bosques y pastizales.
2024-01-10T00:00:00.000,ATENDIDO,2024-01-10T00:00:00.000,DESABASTECIMIENTO,FENOMENO DEL NIÑO,CMGRD DE VILLANUEVA,CAS,VILLANUEVA,URBANO Y RURAL,TODA LA JURISDICCION,4000,0,0,1,0,0,0,0,N/A,N/A,N/A,0,0,0,2024-01-10T00:00:00.000,N/A,N/A,El CMGRD  reporta desabastecimiento de agua en 6 veredas se coordina transporte de agua a través de carro tanques de la CAS y el ejercito
2024-01-10T00:00:00.000,ATENDIDO,2024-01-10T00:00:00.000,INCENDIO FORESTAL,INDETERMINADO,BOMBEROS DE BARBOSA,CAS,BARBOSA,RURAL,VEREDA SANTA ROSA ALTO,0,0,0,0,0,0,0,3,N/A,N/A,N/A,0,0,0,2024-01-10T00:00:00.000,N/A,N/A,"El comandante de bomberos reporta la atención de un incendio forestal en la vereda Santa Rosa Alto, el cual causa afectación a 3 hectáreas de pastizales y bosques. Estado LIQUIDADO"
2024-01-11T00:00:00.000,ATENDIDO,2024-01-11T00:00:00.000,INCENDIO FORESTAL,INDETERMINADO,CMGRD DE PIEDECUESTA,CDMB,PIEDECUESTA,RURAL,VEREDA EL MANGLE,0,0,0,0,0,0,0,30,N/A,N/A,N/A,0,0,0,2024-01-11T00:00:00.000,N/A,N/A,"El CMGRD  reporta la atención de un incendio forestal en la vereda el Mangle atendido por bomberos voluntarios, apoyo de PONALSAR y el pelotón de ingenieros militares en emergencias No. 81, afectación de 30 hectáreas de bosques y pastizales estado LIQUIDADO"
2024-01-11T00:00:00.000,ATENDIDO,2024-01-11T00:00:00.000,INCENDIO FORESTAL,INDETERMINADO,CMGRD DEL PLAYON,CDMB,EL PLAYON,RURAL,VEREDA CACHIRICITO ALTO,0,0,0,0,0,0,0,6,N/A,N/A,N/A,0,0,0,2024-01-11T00:00:00.000,N/A,N/A,"El CMGRD reporta la atención de un incendio forestal en la vereda Cachiricito Alto, atendido por bomberos voluntarios y apoyo de la comunidad. Afectación de 6 hectáreas de bosque nativo. Estado LIQUIDADO"
2024-01-11T00:00:00.000,ATENDIDO,2024-01-11T00:00:00.000,INCENDIO FORESTAL,INDETERMINADO,BOMBERODE MOLAGAVITA,CAS,MOLAGAVITA,RURAL,VEREDA EL CANEY,0,0,0,0,0,0,0,6,N/A,N/A,N/A,0,0,0,2024-01-11T00:00:00.000,N/A,N/A,"El CMGRD reporta la atención de un incendio forestal en la vereda el Caney, atendido por bomberos voluntarios y apoyo de la comunidad. Afectación de 6 hectáreas de bosque nativo. Estado LIQUIDADO"
2024-01-11T00:00:00.000,ATENDIDO,2024-01-11T00:00:00.000,DESABASTECIMIENTO,FENOMENO DEL NIÑO,CMGRD ARATOCA,CAS,ARATOCA,URBANO Y RURAL,TODA LA JURISDICCION,1000,0,0,0,0,0,0,0,N/A,N/A,N/A,0,0,0,2024-01-11T00:00:00.000,N/A,N/A,"el CMGRD reporta: desde los primeros dias de enero la temporada seca asociada al Fenomeno del Nño a causado disminucion considerable en las fuentes de agua del municipio y se presenta desabasteccimiento de agua, se activo el plan de contingencia y se declaro calamidad publica para gestionar apoyos con carrotanques ante la OGRD Y UNGRD"
2024-01-11T00:00:00.000,ATENDIDO,2024-04-11T00:00:00.000,INCENDIO FORESTAL,INDETERMINADO,BOMBEROS DE CARCASI,CAS,CARCASI,RURAL,VEREDA LOMA DEL BARCO,0,0,0,0,0,0,0,4,N/A,N/A,N/A,0,0,0,2024-01-11T00:00:00.000,N/A,N/A,"el comandante de bomberos reporta la atencion de un incendio forestal en la vereda loma del Barco, atendido por bomberos y apoyo de la comunidad, afectacion de 4 hectareas de bosques y pastizales"
2024-01-16T00:00:00.000,ATENDIDO,2024-01-16T00:00:00.000,INCENDIO FORESTAL,INDETERMINADO,CMGRD DE ARATOCA,CAS,ARATOCA,RURAL,VEREDA EL PICACHO Y EL ZAQUE,0,0,0,0,0,0,0,5,N/A,N/A,N/A,0,0,0,2024-01-16T00:00:00.000,N/A,N/A,"el alcalde municipal reporta atencion de incendio forestal en las vereda el Zaque y el Picacho, atendido por el cuerpo de bomberos y la comunidad, afectacion de 10 hectareas de bosque nativo. Estado LIQUIDADO"
2024-01-16T00:00:00.000,ATENDIDO,2024-01-16T00:00:00.000,INCENDIO FORESTAL,INDETERMINADO,BOMBEROS DE FLORIDABLANCA,CDMB,FLORIDABLANCA,URBANO,BARRIO BELLA VISTA Y 3 ASENTAMIENTOS,0,0,0,0,0,0,0,3,N/A,N/A,N/A,0,0,0,2024-01-16T00:00:00.000,N/A,N/A,"el comandante de guarda de bomberos de floridablanca reporta la atencion de un incendio forestal en el barrio bella vista atendido por 4 maquinas y 12 unidades, afectacion de 2 hectareas de pastizales y bosques"
2024-01-16T00:00:00.000,ATENDIDO,2024-01-16T00:00:00.000,INCENDIO FORESTAL,INDETERMINADO,BOMBEROS DE FLORIDABLANCA,CDMB,GIRON,RURAL,VEREDA CHOCA,0,0,0,0,0,0,0,6,N/A,N/A,N/A,0,0,0,2024-01-16T00:00:00.000,N/A,N/A,"el comandante de guarda de bomberos de floridablanca reporta la atencion de un incendio forestal en en la vereda Chocoa de Giron atendido por 2 maquinas y 10 unidades, afectacion de 6 hectareas de pastizales y bosques, estado LIQUIDADO"
2024-01-18T00:00:00.000,ATENDIDO,2024-01-18T00:00:00.000,INCENDIO FORESTAL,INDETERMINADO,BOMBEROS DE MALAGA,CAS,MALAGA,RURAL,VEREDA EL LAVADERO,0,0,0,0,0,0,0,8,N/A,N/A,N/A,0,0,0,2024-01-18T00:00:00.000,N/A,N/A,"el comandante de bomberos reporta la atencion de un incendio forestal en la vereda lavaderos atendido por una maquina y 5 unidades, afectacion de 8 hectareas de bosques"
2024-01-18T00:00:00.000,ATENDIDO,2024-01-18T00:00:00.000,DESABASTECIMIENTO,FENOMENO DEL NIÑO,CMGRD EL GUACAMAYO,CAS,EL GUACAMAYO,URBANO Y RURAL,TODA LA JURISDICCION,300,0,0,1,0,0,0,0,N/A,N/A,N/A,0,0,0,2024-01-18T00:00:00.000,N/A,N/A,"el CMGRD reporta: desde los primeros dias de enero la temporada seca asociada al Fenomeno del Nño a causado disminucion considerable en las fuentes de agua del municipio y se presenta desabasteccimiento de agua, se activo el plan de contingencia y se declaro calamidad publica para gestionar apoyos con carrotanques ante la OGRD Y UNGRD"
2024-01-18T00:00:00.000,ATENDIDO,2024-01-18T00:00:00.000,DESABASTECIMIENTO,FENOMENO DEL NIÑO,CMGRD LOS SANTOS,CAS,LOS SANTOS,URBANO Y RURAL,TODA LA JURISDICCION,600,0,0,1,0,0,0,0,N/A,N/A,N/A,0,0,0,2024-01-18T00:00:00.000,N/A,N/A,"el CMGRD reporta: desde los primeros dias de enero la temporada seca asociada al Fenomeno del Nño a causado disminucion considerable en las fuentes de agua del municipio y se presenta desabasteccimiento de agua, se activo el plan de contingencia y se declaro calamidad publica para gestionar apoyos con carrotanques ante la OGRD Y UNGRD"
2024-01-18T00:00:00.000,ATENDIDO,2024-01-18T00:00:00.000,DESABASTECIMIENTO,FENOMENO DEL NIÑO,CMGRD LOS GUAPOTA,CAS,GUAPOTA,URBANO Y RURAL,TODA LA JURISDICCION,200,0,0,1,0,0,0,0,N/A,N/A,N/A,0,0,0,2024-01-18T00:00:00.000,N/A,N/A,"el CMGRD reporta: desde los primeros dias de enero la temporada seca asociada al Fenomeno del Nño a causado disminucion considerable en las fuentes de agua del municipio y se presenta desabasteccimiento de agua, se activo el plan de contingencia y se declaro calamidad publica para gestionar apoyos con carrotanques ante la OGRD Y UNGRD"
2024-01-18T00:00:00.000,ATENDIDO,2024-01-18T00:00:00.000,DESABASTECIMIENTO,FENOMENO DEL NIÑO,CMGRD DE VELEZ,CAS,VELEZ,URBANO Y RURAL,TODA LA JURISDICCION,500,0,0,1,0,0,0,0,N/A,N/A,N/A,0,0,0,2024-01-18T00:00:00.000,N/A,N/A,"el CMGRD reporta: desde los primeros dias de enero la temporada seca asociada al Fenomeno del Nño a causado disminucion considerable en las fuentes de agua del municipio y se presenta desabasteccimiento de agua, se activo el plan de contingencia y se declaro calamidad publica para gestionar apoyos con carrotanques ante la OGRD Y UNGRD"
2024-01-18T00:00:00.000,ATENDIDO,2024-01-18T00:00:00.000,DESABASTECIMIENTO,FENOMENO DEL NIÑO,CMGRD CONFINES,CAS,CONFINES,URBANO Y RURAL,TODA LA JURISDICCION,250,0,0,1,0,0,0,0,N/A,N/A,N/A,0,0,0,2024-01-18T00:00:00.000,N/A,N/A,"el CMGRD reporta: desde los primeros dias de enero la temporada seca asociada al Fenomeno del Nño a causado disminucion considerable en las fuentes de agua del municipio y se presenta desabasteccimiento de agua, se activo el plan de contingencia y se declaro calamidad publica para gestionar apoyos con carrotanques ante la OGRD Y UNGRD"
2024-01-18T00:00:00.000,ATENDIDO,2024-01-18T00:00:00.000,DESABASTECIMIENTO,FENOMENO DEL NIÑO,CMGRD BETULIA,CAS,BETULIA,URBANO Y RURAL,TODA LA JURISDICCION,300,0,0,1,0,0,0,0,N/A,N/A,N/A,0,0,0,2024-01-18T00:00:00.000,N/A,N/A,"el CMGRD reporta: desde los primeros dias de enero la temporada seca asociada al Fenomeno del Nño a causado disminucion considerable en las fuentes de agua del municipio y se presenta desabasteccimiento de agua, se activo el plan de contingencia y se declaro calamidad publica para gestionar apoyos con carrotanques ante la OGRD Y UNGRD"
2024-01-18T00:00:00.000,ATENDIDO,2024-01-18T00:00:00.000,DESABASTECIMIENTO,FENOMENO DEL NIÑO,CMGRD SUAITA,CAS,SUAITA,URBANO Y RURAL,TODA LA JURISDICCION,250,0,0,1,0,0,0,0,N/A,N/A,N/A,0,0,0,2024-01-18T00:00:00.000,N/A,N/A,"el CMGRD reporta: desde los primeros dias de enero la temporada seca asociada al Fenomeno del Nño a causado disminucion considerable en las fuentes de agua del municipio y se presenta desabasteccimiento de agua, se activo el plan de contingencia y se declaro calamidad publica para gestionar apoyos con carrotanques ante la OGRD Y UNGRD"
2024-01-18T00:00:00.000,ATENDIDO,2024-01-18T00:00:00.000,INCENDIO FORESTAL,INDETERMINADO,BOMBEROS DE MALAGA,CAS,SAN JOSE DE MIRANDA,RURAL,VEREDA VERSALLES,0,0,0,0,0,0,0,5,N/A,N/A,N/A,0,0,0,2024-01-18T00:00:00.000,N/A,N/A,"el comandante de bomberosde Malaga reporta la atencion de un incendio forestal en la vereda versalle de San Jose de Miranda, atendido por una maquina y 5 unidades, afectacion de 5 hectareas apx."
2024-01-19T00:00:00.000,ATENDIDO,2024-01-19T00:00:00.000,INCENDIO FORESTAL,INDETERMINADO,BOMBEROS DE SAN GIL,CAS,SAN GIL,RURAL,VEREDA LOS POZOS,0,0,0,0,0,0,0,30,N/A,N/A,N/A,0,0,0,2024-01-19T00:00:00.000,N/A,N/A,"el comandantde bomberos reporta atencion de un incendio forestal en la vereda los pozos, atendido por 3 maquinas de bomberos, apoyo de bomberos de Barichara, Villanueva, policia nacional y comunidad, afectacion de 30 hectareas de bosques."
2024-01-19T00:00:00.000,ATENDIDO,2024-01-22T00:00:00.000,INCENDIO FORESTAL,INDETERMINADO,CMGRD DE MOGOTES,CAS,MOGOTES,RURAL,VEREDA SANTA BARBARA,0,0,0,0,0,0,0,150,N/A,N/A,N/A,0,0,0,2024-01-22T00:00:00.000,N/A,N/A,"la alcaldesa municipal Leidy Almenida reporta la aencion de un incendio forestal en la vereda Santa Barbara que a comprometido vegetacion nativa, atiendida por bomberos del municipio, 10 BOMBEROS DE OCAMONTE Y PINCOTE14 VOLUNTARIOS DEFENSA CIVIL DE SAN GI22 SOLDADOS BATALLON CALDASTOTAL SOCORRISTAS 50 de ingenieros militares en atencion de desastres y comuniidad. un ax de 150 hectareas afectadas"
2024-01-20T00:00:00.000,ATENDIDO,2024-01-22T00:00:00.000,INCENDIO FORESTAL,INDETERMINADO,CMGRD DE PIEDECUES Y FLORIDABLANCA,CDMB,PIEDECUESTA,RURAL,SECTOR CERRO RUITOQUE,0,0,0,0,0,0,1,350,N/A,N/A,N/A,0,0,0,2024-01-20T00:00:00.000,N/A,N/A,"el CMGRD  de Piedecuesta reporta incendio forestal en el sector de la Fonda Paisa que compromete areas rurales de Piedecuesta y Floridablanca, se activan las capacidades de respuesta de los dos municipios bomberos voluntarios, apoyo del batallon de ingenieros militares en atencion de desastres, defensa civil de Piedecuesa y Floridablanca, bomberos oficiales de Bucaramanga, PONALSAR y policia nacional  mas de 15 maquinas contraincendios y 250 hombres en tierra"
2024-01-22T00:00:00.000,ATENDIDO,2024-01-22T00:00:00.000,DESABASTECIMIENTO,FENOMENO DEL NIÑO,CMGRD SAN BENITO,CAS,SAN BENITO,URBANO Y RURAL,TODA LA JURISDICCION,150,0,0,1,0,0,0,0,N/A,N/A,N/A,0,0,0,2024-01-22T00:00:00.000,N/A,N/A,"el CMGRD reporta: desde los primeros dias de enero la temporada seca asociada al Fenomeno del Nño a causado disminucion considerable en las fuentes de agua del municipio y se presenta desabasteccimiento de agua, se activo el plan de contingencia y se declaro calamidad publica para gestionar apoyos con carrotanques ante la OGRD Y UNGRD"
2024-01-22T00:00:00.000,ATENDIDO,2024-01-22T00:00:00.000,DESABASTECIMIENTO,FENOMENO DEL NIÑO,CMGRD CAPITANEJO,CAS,CAPITANEJO,URBANO Y RURAL,TODA LA JURISDICCION,350,0,0,1,0,0,0,0,N/A,N/A,N/A,0,0,0,2024-01-22T00:00:00.000,N/A,N/A,"el CMGRD reporta: desde los primeros dias de enero la temporada seca asociada al Fenomeno del Nño a causado disminucion considerable en las fuentes de agua del municipio y se presenta desabasteccimiento de agua, se activo el plan de contingencia y se declaro calamidad publica para gestionar apoyos con carrotanques ante la OGRD Y UNGRD"
